Current Month Return,Prior 5 Months Return,Max Drawdown 6M,Rating,Expected Allocation This Month
50,50,-59.8,88.89,"40,000.00 €"
50,50,-59.9,88.89,"40,000.00 €"
50,50,-60.0,88.89,"40,000.00 €"
50,50,-60.1,88.89,"40,000.00 €"
50,50,-60.2,88.89,"40,000.00 €"
50,50,-60.3,88.89,"40,000.00 €"
50,50,-60.4,88.89,"40,000.00 €"
50,50,-60.5,88.89,"40,000.00 €"
50,50,-60.6,88.89,"40,000.00 €"
50,50,-60.7,88.89,"40,000.00 €"
50,50,-60.8,88.89,"40,000.00 €"
50,50,-60.9,88.89,"40,000.00 €"
50,50,-61.0,88.89,"40,000.00 €"
50,50,-61.1,88.89,"40,000.00 €"
50,50,-61.2,88.89,"40,000.00 €"
50,50,-61.3,88.89,"40,000.00 €"
50,50,-61.4,88.89,"40,000.00 €"
50,50,-61.5,88.89,"40,000.00 €"
50,50,-61.6,88.89,"40,000.00 €"
50,50,-61.7,88.89,"40,000.00 €"
50,50,-61.8,88.89,"40,000.00 €"
50,50,-61.9,88.89,"40,000.00 €"
50,50,-62.0,88.89,"40,000.00 €"
50,50,-62.1,88.89,"40,000.00 €"
50,50,-62.2,88.89,"40,000.00 €"
50,50,-62.3,88.89,"40,000.00 €"
50,50,-62.4,88.89,"40,000.00 €"
50,50,-62.5,88.89,"40,000.00 €"
50,50,-62.6,88.89,"40,000.00 €"
50,50,-62.7,88.89,"40,000.00 €"
50,50,-62.8,88.89,"40,000.00 €"
50,50,-62.9,88.89,"40,000.00 €"
50,50,-63.0,88.89,"40,000.00 €"
50,50,-63.1,88.89,"40,000.00 €"
50,50,-63.2,88.89,"40,000.00 €"
50,50,-63.3,88.89,"40,000.00 €"
50,50,-63.4,88.89,"40,000.00 €"
50,50,-63.5,88.89,"40,000.00 €"
50,50,-63.6,88.89,"40,000.00 €"
50,50,-63.7,88.89,"40,000.00 €"
50,50,-63.8,88.89,"40,000.00 €"
50,50,-63.9,88.89,"40,000.00 €"
50,50,-64.0,88.89,"40,000.00 €"
50,50,-64.1,88.89,"40,000.00 €"
50,50,-64.2,88.89,"40,000.00 €"
50,50,-64.3,88.89,"40,000.00 €"
50,50,-64.4,88.89,"40,000.00 €"
50,50,-64.5,88.89,"40,000.00 €"
50,50,-64.6,88.89,"40,000.00 €"
50,50,-64.7,88.89,"40,000.00 €"
50,50,-64.8,88.89,"40,000.00 €"
50,50,-64.9,88.89,"40,000.00 €"
50,50,-65.0,88.89,"40,000.00 €"
50,50,-65.1,88.89,"40,000.00 €"
50,50,-65.2,88.89,"40,000.00 €"
50,50,-65.3,88.89,"40,000.00 €"
50,50,-65.4,88.89,"40,000.00 €"
50,50,-65.5,88.89,"40,000.00 €"
50,50,-65.6,88.89,"40,000.00 €"
50,50,-65.7,88.89,"40,000.00 €"
50,50,-65.8,88.89,"40,000.00 €"
50,50,-65.9,88.89,"40,000.00 €"
50,50,-66.0,88.89,"40,000.00 €"
50,50,-66.1,88.89,"40,000.00 €"
50,50,-66.2,88.89,"40,000.00 €"
50,50,-66.3,88.89,"40,000.00 €"
50,50,-66.4,88.89,"40,000.00 €"
50,50,-66.5,88.89,"40,000.00 €"
50,50,-66.6,88.89,"40,000.00 €"
50,50,-66.7,88.89,"40,000.00 €"
50,50,-66.8,88.89,"40,000.00 €"
50,50,-66.9,88.89,"40,000.00 €"
50,50,-67.0,88.89,"40,000.00 €"
50,50,-67.1,88.89,"40,000.00 €"
50,50,-67.2,88.89,"40,000.00 €"
50,50,-67.3,88.89,"40,000.00 €"
50,50,-67.4,88.89,"40,000.00 €"
50,50,-67.5,88.89,"40,000.00 €"
50,50,-67.6,88.89,"40,000.00 €"
50,50,-67.7,88.89,"40,000.00 €"
50,50,-67.8,88.89,"40,000.00 €"
50,50,-67.9,88.89,"40,000.00 €"
50,50,-68.0,88.89,"40,000.00 €"
50,50,-68.1,88.89,"40,000.00 €"
50,50,-68.2,88.89,"40,000.00 €"
50,50,-68.3,88.89,"40,000.00 €"
50,50,-68.4,88.89,"40,000.00 €"
50,50,-68.5,88.89,"40,000.00 €"
50,50,-68.6,88.89,"40,000.00 €"
50,50,-68.7,88.89,"40,000.00 €"
50,50,-68.8,88.89,"40,000.00 €"
50,50,-68.9,88.89,"40,000.00 €"
50,50,-69.0,88.89,"40,000.00 €"
50,50,-69.1,88.89,"40,000.00 €"
50,50,-69.2,88.89,"40,000.00 €"
50,50,-69.3,88.89,"40,000.00 €"
50,50,-69.4,88.89,"40,000.00 €"
50,50,-69.5,88.89,"40,000.00 €"
50,50,-69.6,88.89,"40,000.00 €"
50,50,-69.7,88.89,"40,000.00 €"
50,50,-69.8,88.89,"40,000.00 €"
50,50,-69.9,88.89,"40,000.00 €"
50,50,-70.0,88.89,"40,000.00 €"
50,50,-70.1,88.89,"40,000.00 €"
50,50,-70.2,88.89,"40,000.00 €"
50,50,-70.3,88.89,"40,000.00 €"
50,50,-70.4,88.89,"40,000.00 €"
50,50,-70.5,88.89,"40,000.00 €"
50,50,-70.6,88.89,"40,000.00 €"
50,50,-70.7,88.89,"40,000.00 €"
50,50,-70.8,88.89,"40,000.00 €"
50,50,-70.9,88.89,"40,000.00 €"
50,50,-71.0,88.89,"40,000.00 €"
50,50,-71.1,88.89,"40,000.00 €"
50,50,-71.2,88.89,"40,000.00 €"
50,50,-71.3,88.89,"40,000.00 €"
50,50,-71.4,88.89,"40,000.00 €"
50,50,-71.5,88.89,"40,000.00 €"
50,50,-71.6,88.89,"40,000.00 €"
50,50,-71.7,88.89,"40,000.00 €"
50,50,-71.8,88.89,"40,000.00 €"
50,50,-71.9,88.89,"40,000.00 €"
50,50,-72.0,88.89,"40,000.00 €"
50,50,-72.1,88.89,"40,000.00 €"
50,50,-72.2,88.89,"40,000.00 €"
50,50,-72.3,88.89,"40,000.00 €"
50,50,-72.4,88.89,"40,000.00 €"
50,50,-72.5,88.89,"40,000.00 €"
50,50,-72.6,88.89,"40,000.00 €"
50,50,-72.7,88.89,"40,000.00 €"
50,50,-72.8,88.89,"40,000.00 €"
50,50,-72.9,88.89,"40,000.00 €"
50,50,-73.0,88.89,"40,000.00 €"
50,50,-73.1,88.89,"40,000.00 €"
50,50,-73.2,88.89,"40,000.00 €"
50,50,-73.3,88.89,"40,000.00 €"
50,50,-73.4,88.89,"40,000.00 €"
50,50,-73.5,88.89,"40,000.00 €"
50,50,-73.6,88.89,"40,000.00 €"
50,50,-73.7,88.89,"40,000.00 €"
50,50,-73.8,88.89,"40,000.00 €"
50,50,-73.9,88.89,"40,000.00 €"
50,50,-74.0,88.89,"40,000.00 €"
50,50,-74.1,88.89,"40,000.00 €"
50,50,-74.2,88.89,"40,000.00 €"
50,50,-74.3,88.89,"40,000.00 €"
50,50,-74.4,88.89,"40,000.00 €"
50,50,-74.5,88.89,"40,000.00 €"
50,50,-74.6,88.89,"40,000.00 €"
50,50,-74.7,88.89,"40,000.00 €"
50,50,-74.8,88.89,"40,000.00 €"
50,50,-74.9,88.89,"40,000.00 €"
50,50,-75.0,88.89,"40,000.00 €"
50,50,-75.1,88.89,"40,000.00 €"
50,50,-75.2,88.89,"40,000.00 €"
50,50,-75.3,88.89,"40,000.00 €"
50,50,-75.4,88.89,"40,000.00 €"
50,50,-75.5,88.89,"40,000.00 €"
50,50,-75.6,88.89,"40,000.00 €"
50,50,-75.7,88.89,"40,000.00 €"
50,50,-75.8,88.89,"40,000.00 €"
50,50,-75.9,88.89,"40,000.00 €"
50,50,-76.0,88.89,"40,000.00 €"
50,50,-76.1,88.89,"40,000.00 €"
50,50,-76.2,88.89,"40,000.00 €"
50,50,-76.3,88.89,"40,000.00 €"
50,50,-76.4,88.89,"40,000.00 €"
50,50,-76.5,88.89,"40,000.00 €"
50,50,-76.6,88.89,"40,000.00 €"
50,50,-76.7,88.89,"40,000.00 €"
50,50,-76.8,88.89,"40,000.00 €"
50,50,-76.9,88.89,"40,000.00 €"
50,50,-77.0,88.89,"40,000.00 €"
50,50,-77.1,88.89,"40,000.00 €"
50,50,-77.2,88.89,"40,000.00 €"
50,50,-77.3,88.89,"40,000.00 €"
50,50,-77.4,88.89,"40,000.00 €"
50,50,-77.5,88.89,"40,000.00 €"
50,50,-77.6,88.89,"40,000.00 €"
50,50,-77.7,88.89,"40,000.00 €"
50,50,-77.8,88.89,"40,000.00 €"
50,50,-77.9,88.89,"40,000.00 €"
50,50,-78.0,88.89,"40,000.00 €"
50,50,-78.1,88.89,"40,000.00 €"
50,50,-78.2,88.89,"40,000.00 €"
50,50,-78.3,88.89,"40,000.00 €"
50,50,-78.4,88.89,"40,000.00 €"
50,50,-78.5,88.89,"40,000.00 €"
50,50,-78.6,88.89,"40,000.00 €"
50,50,-78.7,88.89,"40,000.00 €"
50,50,-78.8,88.89,"40,000.00 €"
50,50,-78.9,88.89,"40,000.00 €"
50,50,-79.0,88.89,"40,000.00 €"
50,50,-79.1,88.89,"40,000.00 €"
50,50,-79.2,88.89,"40,000.00 €"
50,50,-79.3,88.89,"40,000.00 €"
50,50,-79.4,88.89,"40,000.00 €"
50,50,-79.5,88.89,"40,000.00 €"
50,50,-79.6,88.89,"40,000.00 €"
50,50,-79.7,88.89,"40,000.00 €"
50,50,-79.8,88.89,"40,000.00 €"
50,50,-79.9,88.89,"40,000.00 €"
50,50,-80.0,88.89,"40,000.00 €"
50,50,-80.1,88.89,"40,000.00 €"
50,50,-80.2,88.89,"40,000.00 €"
50,50,-80.3,88.89,"40,000.00 €"
50,50,-80.4,88.89,"40,000.00 €"
50,50,-80.5,88.89,"40,000.00 €"
50,50,-80.6,88.89,"40,000.00 €"
50,50,-80.7,88.89,"40,000.00 €"
50,50,-80.8,88.89,"40,000.00 €"
50,50,-80.9,88.89,"40,000.00 €"
50,50,-81.0,88.89,"40,000.00 €"
50,50,-81.1,88.89,"40,000.00 €"
50,50,-81.2,88.89,"40,000.00 €"
50,50,-81.3,88.89,"40,000.00 €"
50,50,-81.4,88.89,"40,000.00 €"
50,50,-81.5,88.89,"40,000.00 €"
50,50,-81.6,88.89,"40,000.00 €"
50,50,-81.7,88.89,"40,000.00 €"
50,50,-81.8,88.89,"40,000.00 €"
50,50,-81.9,88.89,"40,000.00 €"
50,50,-82.0,88.89,"40,000.00 €"
50,50,-82.1,88.89,"40,000.00 €"
50,50,-82.2,88.89,"40,000.00 €"
50,50,-82.3,88.89,"40,000.00 €"
50,50,-82.4,88.89,"40,000.00 €"
50,50,-82.5,88.89,"40,000.00 €"
50,50,-82.6,88.89,"40,000.00 €"
50,50,-82.7,88.89,"40,000.00 €"
50,50,-82.8,88.89,"40,000.00 €"
50,50,-82.9,88.89,"40,000.00 €"
50,50,-83.0,88.89,"40,000.00 €"
50,50,-83.1,88.89,"40,000.00 €"
50,50,-83.2,88.89,"40,000.00 €"
50,50,-83.3,88.89,"40,000.00 €"
50,50,-83.4,88.89,"40,000.00 €"
50,50,-83.5,88.89,"40,000.00 €"
50,50,-83.6,88.89,"40,000.00 €"
50,50,-83.7,88.89,"40,000.00 €"
50,50,-83.8,88.89,"40,000.00 €"
50,50,-83.9,88.89,"40,000.00 €"
50,50,-84.0,88.89,"40,000.00 €"
50,50,-84.1,88.89,"40,000.00 €"
50,50,-84.2,88.89,"40,000.00 €"
50,50,-84.3,88.89,"40,000.00 €"
50,50,-84.4,88.89,"40,000.00 €"
50,50,-84.5,88.89,"40,000.00 €"
50,50,-84.6,88.89,"40,000.00 €"
50,50,-84.7,88.89,"40,000.00 €"
50,50,-84.8,88.89,"40,000.00 €"
50,50,-84.9,88.89,"40,000.00 €"
50,50,-85.0,88.89,"40,000.00 €"
50,50,-85.1,88.89,"40,000.00 €"
50,50,-85.2,88.89,"40,000.00 €"
50,50,-85.3,88.89,"40,000.00 €"
50,50,-85.4,88.89,"40,000.00 €"
50,50,-85.5,88.89,"40,000.00 €"
50,50,-85.6,88.89,"40,000.00 €"
50,50,-85.7,88.89,"40,000.00 €"
50,50,-85.8,88.89,"40,000.00 €"
50,50,-85.9,88.89,"40,000.00 €"
50,50,-86.0,88.89,"40,000.00 €"
50,50,-86.1,88.89,"40,000.00 €"
50,50,-86.2,88.89,"40,000.00 €"
50,50,-86.3,88.89,"40,000.00 €"
50,50,-86.4,88.89,"40,000.00 €"
50,50,-86.5,88.89,"40,000.00 €"
50,50,-86.6,88.89,"40,000.00 €"
50,50,-86.7,88.89,"40,000.00 €"
50,50,-86.8,88.89,"40,000.00 €"
50,50,-86.9,88.89,"40,000.00 €"
50,50,-87.0,88.89,"40,000.00 €"
50,50,-87.1,88.89,"40,000.00 €"
50,50,-87.2,88.89,"40,000.00 €"
50,50,-87.3,88.89,"40,000.00 €"
50,50,-87.4,88.89,"40,000.00 €"
50,50,-87.5,88.89,"40,000.00 €"
50,50,-87.6,88.89,"40,000.00 €"
50,50,-87.7,88.89,"40,000.00 €"
50,50,-87.8,88.89,"40,000.00 €"
50,50,-87.9,88.89,"40,000.00 €"
50,50,-88.0,88.89,"40,000.00 €"
50,50,-88.1,88.89,"40,000.00 €"
50,50,-88.2,88.89,"40,000.00 €"
50,50,-88.3,88.89,"40,000.00 €"
50,50,-88.4,88.89,"40,000.00 €"
50,50,-88.5,88.89,"40,000.00 €"
50,50,-88.6,88.89,"40,000.00 €"
50,50,-88.7,88.89,"40,000.00 €"
50,50,-88.8,88.89,"40,000.00 €"
50,50,-88.9,88.89,"40,000.00 €"
50,50,-89.0,88.89,"40,000.00 €"
50,50,-89.1,88.89,"40,000.00 €"
50,50,-89.2,88.89,"40,000.00 €"
50,50,-89.3,88.89,"40,000.00 €"
50,50,-89.4,88.89,"40,000.00 €"
50,50,-89.5,88.89,"40,000.00 €"
50,50,-89.6,88.89,"40,000.00 €"
50,50,-89.7,88.89,"40,000.00 €"
50,50,-89.8,88.89,"40,000.00 €"
50,50,-89.9,88.89,"40,000.00 €"
50,50,-90.0,88.89,"40,000.00 €"
50,50,-90.1,88.89,"40,000.00 €"
50,50,-90.2,88.89,"40,000.00 €"
50,50,-90.3,88.89,"40,000.00 €"
50,50,-90.4,88.89,"40,000.00 €"
50,50,-90.5,88.89,"40,000.00 €"
50,50,-90.6,88.89,"40,000.00 €"
50,50,-90.7,88.89,"40,000.00 €"
50,50,-90.8,88.89,"40,000.00 €"
50,50,-90.9,88.89,"40,000.00 €"
50,50,-91.0,88.89,"40,000.00 €"
50,50,-91.1,88.89,"40,000.00 €"
50,50,-91.2,88.89,"40,000.00 €"
50,50,-91.3,88.89,"40,000.00 €"
50,50,-91.4,88.89,"40,000.00 €"
50,50,-91.5,88.89,"40,000.00 €"
50,50,-91.6,88.89,"40,000.00 €"
50,50,-91.7,88.89,"40,000.00 €"
50,50,-91.8,88.89,"40,000.00 €"
50,50,-91.9,88.89,"40,000.00 €"
50,50,-92.0,88.89,"40,000.00 €"
50,50,-92.1,88.89,"40,000.00 €"
50,50,-92.2,88.89,"40,000.00 €"
50,50,-92.3,88.89,"40,000.00 €"
50,50,-92.4,88.89,"40,000.00 €"
50,50,-92.5,88.89,"40,000.00 €"
50,50,-92.6,88.89,"40,000.00 €"
50,50,-92.7,88.89,"40,000.00 €"
50,50,-92.8,88.89,"40,000.00 €"
50,50,-92.9,88.89,"40,000.00 €"
50,50,-93.0,88.89,"40,000.00 €"
50,50,-93.1,88.89,"40,000.00 €"
50,50,-93.2,88.89,"40,000.00 €"
50,50,-93.3,88.89,"40,000.00 €"
50,50,-93.4,88.89,"40,000.00 €"
50,50,-93.5,88.89,"40,000.00 €"
50,50,-93.6,88.89,"40,000.00 €"
50,50,-93.7,88.89,"40,000.00 €"
50,50,-93.8,88.89,"40,000.00 €"
50,50,-93.9,88.89,"40,000.00 €"
50,50,-94.0,88.89,"40,000.00 €"
50,50,-94.1,88.89,"40,000.00 €"
50,50,-94.2,88.89,"40,000.00 €"
50,50,-94.3,88.89,"40,000.00 €"
50,50,-94.4,88.89,"40,000.00 €"
50,50,-94.5,88.89,"40,000.00 €"
50,50,-94.6,88.89,"40,000.00 €"
50,50,-94.7,88.89,"40,000.00 €"
50,50,-94.8,88.89,"40,000.00 €"
50,50,-94.9,88.89,"40,000.00 €"
50,50,-95.0,88.89,"40,000.00 €"
50,50,-95.1,88.89,"40,000.00 €"
50,50,-95.2,88.89,"40,000.00 €"
50,50,-95.3,88.89,"40,000.00 €"
50,50,-95.4,88.89,"40,000.00 €"
50,50,-95.5,88.89,"40,000.00 €"
50,50,-95.6,88.89,"40,000.00 €"
50,50,-95.7,88.89,"40,000.00 €"
50,50,-95.8,88.89,"40,000.00 €"
50,50,-95.9,88.89,"40,000.00 €"
50,50,-96.0,88.89,"40,000.00 €"
50,50,-96.1,88.89,"40,000.00 €"
50,50,-96.2,88.89,"40,000.00 €"
50,50,-96.3,88.89,"40,000.00 €"
50,50,-96.4,88.89,"40,000.00 €"
50,50,-96.5,88.89,"40,000.00 €"
50,50,-96.6,88.89,"40,000.00 €"
50,50,-96.7,88.89,"40,000.00 €"
50,50,-96.8,88.89,"40,000.00 €"
50,50,-96.9,88.89,"40,000.00 €"
50,50,-97.0,88.89,"40,000.00 €"
50,50,-97.1,88.89,"40,000.00 €"
50,50,-97.2,88.89,"40,000.00 €"
50,50,-97.3,88.89,"40,000.00 €"
50,50,-97.4,88.89,"40,000.00 €"
50,50,-97.5,88.89,"40,000.00 €"
50,50,-97.6,88.89,"40,000.00 €"
50,50,-97.7,88.89,"40,000.00 €"
50,50,-97.8,88.89,"40,000.00 €"
50,50,-97.9,88.89,"40,000.00 €"
50,50,-98.0,88.89,"40,000.00 €"
50,50,-98.1,88.89,"40,000.00 €"
50,50,-98.2,88.89,"40,000.00 €"
50,50,-98.3,88.89,"40,000.00 €"
50,50,-98.4,88.89,"40,000.00 €"
50,50,-98.5,88.89,"40,000.00 €"
50,50,-98.6,88.89,"40,000.00 €"
50,50,-98.7,88.89,"40,000.00 €"
50,50,-98.8,88.89,"40,000.00 €"
50,50,-98.9,88.89,"40,000.00 €"
50,50,-99.0,88.89,"40,000.00 €"
50,50,-99.1,88.89,"40,000.00 €"
50,50,-99.2,88.89,"40,000.00 €"
50,50,-99.3,88.89,"40,000.00 €"
50,50,-99.4,88.89,"40,000.00 €"
50,50,-99.5,88.89,"40,000.00 €"
50,50,-99.6,88.89,"40,000.00 €"
50,50,-99.7,88.89,"40,000.00 €"
50,50,-99.8,88.89,"40,000.00 €"
50,50,-99.9,88.89,"40,000.00 €"
50,50,-100.0,88.89,"40,000.00 €"
